"Response ID";"Date submitted";"Last page";"Start language";"Seed";"Date started";"Date last action";"What's your role?";"What's your role? [Comment]";"When could you best attend the programming hour between now and around April 2021? [09:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [09:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [09:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [09:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [09:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [10:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [10:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [10:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [10:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [10:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [11:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [11:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [11:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [11:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [11:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [12:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [12:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [12:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [12:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [12:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [13:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [13:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [13:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [13:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [13:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [14:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [14:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [14:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [14:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [14:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [15:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [15:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [15:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [15:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [15:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [16:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [16:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [16:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [16:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [16:00][Fri]";"What application and language are you most interested in? [Data analysis][Python]";"What application and language are you most interested in? [Data analysis][Fortran]";"What application and language are you most interested in? [Data analysis][C]";"What application and language are you most interested in? [Data analysis][C++]";"What application and language are you most interested in? [Data analysis][Matlab]";"What application and language are you most interested in? [Data analysis][Other]";"What application and language are you most interested in? [Visualisation][Python]";"What application and language are you most interested in? [Visualisation][Fortran]";"What application and language are you most interested in? [Visualisation][C]";"What application and language are you most interested in? [Visualisation][C++]";"What application and language are you most interested in? [Visualisation][Matlab]";"What application and language are you most interested in? [Visualisation][Other]";"What application and language are you most interested in? [Simulation][Python]";"What application and language are you most interested in? [Simulation][Fortran]";"What application and language are you most interested in? [Simulation][C]";"What application and language are you most interested in? [Simulation][C++]";"What application and language are you most interested in? [Simulation][Matlab]";"What application and language are you most interested in? [Simulation][Other]";"What application and language are you most interested in? [Embedded software][Python]";"What application and language are you most interested in? [Embedded software][Fortran]";"What application and language are you most interested in? [Embedded software][C]";"What application and language are you most interested in? [Embedded software][C++]";"What application and language are you most interested in? [Embedded software][Matlab]";"What application and language are you most interested in? [Embedded software][Other]";"What application and language are you most interested in? [Other][Python]";"What application and language are you most interested in? [Other][Fortran]";"What application and language are you most interested in? [Other][C]";"What application and language are you most interested in? [Other][C++]";"What application and language are you most interested in? [Other][Matlab]";"What application and language are you most interested in? [Other][Other]";"If you choose other, please elaborate.";"Would you be able to / interested in giving or receiving support? [I could give support (on some topics).]";"Would you be able to / interested in giving or receiving support? [I would receive support.]";"How often would you likely attend?";"Feel free to leave any comment here."
"19";"";"";"en";"831871822";"2020-10-29 11:53:03";"2020-10-29 11:53:03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"20";"";"";"en";"432439028";"2020-10-29 11:54:18";"2020-10-29 11:54:18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"21";"2020-10-29 12:10:15";"1";"en";"2141600393";"2020-10-29 11:56:25";"2020-10-29 12:10:15";"Technician / Engineer";"";"";"";"";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"1";"";"1";"1";"";"";"1";"";"1";"1";"";"";"1";"";"1";"1";"";"";"1";"";"1";"1";"";"";"1";"";"1";"1";"";"";"I'm interested in allmost anthing concerning the selected programming languages (I can not specify a specific topic...)";"No";"Yes";"I'd attend regularly.";"I just started as a datamanager in mid October and can't really estimate on witch level of expertise the Virtual Programming Hour is. If it is beginners level, I could probably also give support on some topics..."
"22";"";"";"en";"544243264";"2020-10-29 12:00:10";"2020-10-29 12:00:10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"23";"";"";"en";"2122485893";"2020-10-29 12:03:28";"2020-10-29 12:03:28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"24";"2020-10-29 12:08:16";"1";"en";"78501947";"2020-10-29 12:04:51";"2020-10-29 12:08:16";"Scientist (Postdoc, Staff Scientist, Professor, ...)";"";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"No";"Yes";"I don't know yet.";""
"25";"";"";"en";"958923065";"2020-10-29 12:04:54";"2020-10-29 12:04:54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"26";"";"";"en";"1526770433";"2020-10-29 12:06:06";"2020-10-29 12:06:06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"27";"";"";"en";"1468430386";"2020-10-29 12:07:35";"2020-10-29 12:07:35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"28";"2020-10-29 12:15:04";"1";"en";"97138692";"2020-10-29 12:10:21";"2020-10-29 12:15:04";"Other (please specify in comment)";"Interested Programmer  :)";"";"";"";"";"";"";"1";"1";"1";"";"";"1";"1";"1";"";"";"";"";"";"";"";"1";"1";"1";"";"";"1";"1";"1";"";"";"1";"1";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"Yes";"I'd attend regularly.";""
"29";"2020-10-29 12:14:45";"1";"en";"230805509";"2020-10-29 12:13:19";"2020-10-29 12:14:45";"Technician / Engineer";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Yes";"Yes";"I don't know yet.";""
"30";"2020-10-29 12:15:45";"1";"en";"1880315827";"2020-10-29 12:13:54";"2020-10-29 12:15:45";"Student (B.Sc., M.Sc., PhD)";"";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"1";"1";"";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"Yes";"I'd attend regularly.";""
"31";"";"";"en";"933700368";"2020-10-29 12:35:09";"2020-10-29 12:35:09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"32";"";"";"en";"1994058548";"2020-10-29 12:38:40";"2020-10-29 12:38:40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"33";"";"";"en";"307670878";"2020-10-29 12:46:25";"2020-10-29 12:46:25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"34";"2020-10-29 12:58:20";"1";"en";"427685715";"2020-10-29 12:56:18";"2020-10-29 12:58:20";"Scientist (Postdoc, Staff Scientist, Professor, ...)";"";"";"";"1";"1";"1";"";"";"1";"1";"1";"1";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"No";"I'd attend regularly.";""
"35";"2020-10-29 12:59:58";"1";"en";"1084623921";"2020-10-29 12:58:19";"2020-10-29 12:59:58";"Scientist (Postdoc, Staff Scientist, Professor, ...)";"";"1";"1";"1";"1";"1";"1";"";"1";"1";"1";"";"";"1";"1";"1";"";"";"";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"R";"Yes";"Yes";"I'd attend regularly.";""
"36";"";"";"en";"81077766";"2020-10-29 12:59:22";"2020-10-29 12:59:22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"37";"";"";"en";"1636685975";"2020-10-29 13:08:43";"2020-10-29 13:08:43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"38";"2020-10-29 13:11:19";"1";"en";"1453770780";"2020-10-29 13:09:06";"2020-10-29 13:11:19";"Student (B.Sc., M.Sc., PhD)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"";"";"1";"1";"1";"";"";"1";"";"";"";"1";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"Yes";"I don't know yet.";""
"39";"";"";"en";"1834593685";"2020-10-29 13:26:00";"2020-10-29 13:26:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"40";"";"";"en";"1418438487";"2020-10-29 13:27:56";"2020-10-29 13:27:56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"41";"";"";"en";"154491168";"2020-10-29 13:33:46";"2020-10-29 13:33:46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"42";"";"";"en";"1658825030";"2020-10-29 13:40:47";"2020-10-29 13:40:47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
